"REF_DATE","GEO","DGUID","Sex","Pre-admission experience","Immigrant admission category","Years since admission","Income type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","23400","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","36200","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","34400","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","56600","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","50600","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","52500","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","45500","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","50600","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","48100","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","43400","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","41200","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","42800","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","46800","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","45800","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","45700","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363069","1.1.1.9.1.6.3","42000","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","16000","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","14500","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","12400","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","15500","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","17100","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","21100","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","24500","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","31800","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","34300","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","31900","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","29300","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","31900","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","34300","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","33800","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","35200","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363070","1.1.1.9.1.6.4","33000","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Business programs, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363331","1.1.1.10.1.6.1","3120","","","","0"
